,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
27,0.22,0.0001,0.22,0.0001,0.9,0.69,1.09,0.03,0.37,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.69,1.03,0.0001,0.0001,0.0001,0.0001,1.44,0.0001,0.72,0.86,0.0001,1.74,0.0001,1.49,0.0001,1.26,0.43,0.0001,0.14,0.18,0.0001,0.0001,0.0001,1.25,0.0001,0.0001,0.0001,1.38,0.0001,0.0001,0.0001,0.0001,1.29,0.07,0.0001,0.0001,0.0001,0.17,0.0001,0.0001,0.0001,0.0001,0.64,0.47,0.0001,0.0001,0.43,0.0001,0.55,0.0001,0.0001,0.0001,0.0001,0.0001,0.03,0.0001,2.06,0.74,0.0001,0.38,0.0001,0.0001,0.0001,0.0001,0.0001,0.2,0.92,1.11,0.88,1.39,0.0001,0.32,0.0001,0.4,0.0001,0.23,0.0001,2.36,0.0001,0.0001,0.33,0.0001,1.16,0.27,0.0001,0.85,0.62,0.0001,0.0001,0.0001,0.31,0.0001,0.0001
28,0.0001,0.0001,0.61,0.0001,0.46,0.47,0.86,0.27,0.86,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.36,1.44,0.96,0.0001,0.0001,0.0001,0.0001,2.05,0.0001,0.0001,1.63,0.0001,1.99,0.0001,0.06,0.37,1.95,0.85,0.0001,0.81,1.08,0.35,0.0001,0.0001,0.51,0.0001,0.0001,0.0001,1.33,0.0001,0.0001,0.0001,0.5,1.34,0.0001,0.0001,0.0001,0.35,1.52,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.0001,0.0001,0.001,0.0001,0.52,0.46,0.0001,0.43,0.0001,0.0001,0.0001,0.0001,1.98,1.07,0.02,0.0001,0.0001,0.0001,0.0001,1.28,0.0001,0.0001,0.06,0.32,0.0001,0.92,0.0001,0.57,0.0001,0.2,0.0001,0.44,0.77,0.11,0.84,0.38,0.0001,0.0001,0.54,1.05,1.02,0.0001,0.0001,0.001,0.0001,1.11,0.0001,0.56,0.0001
29,0.22,0.0001,0.22,0.0001,0.9,0.0001,1.09,2.03,0.37,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.97,0.69,1.03,0.0001,0.0001,0.0001,0.0001,1.44,0.0001,0.0001,0.86,0.57,0.74,0.0001,0.0001,0.4,2.26,0.43,0.0001,0.14,0.18,0.0001,0.0001,0.0001,1.25,0.78,0.0001,0.0001,0.0001,0.0001,0.0001,2.27,0.62,1.29,0.07,1.42,0.26,0.0001,2.17,0.0001,0.0001,0.0001,0.0001,0.64,0.47,0.0001,0.24,0.43,0.0001,0.55,0.54,0.0001,0.58,0.0001,0.0001,0.0001,0.28,0.06,0.74,0.67,1.38,0.0001,0.68,0.0001,3.84,0.0001,0.0001,0.0001,0.0001,0.88,2.39,0.0001,1.32,0.0001,0.4,0.0001,0.23,1.97,0.0001,0.79,1.29,0.0001,0.0001,0.16,1.27,0.0001,0.0001,0.0001,0.0001,0.0001,1.1,0.31,0.0001,0.0001
30,0.0001,0.0001,0.0001,0.0001,1.46,0.47,0.86,1.27,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.36,0.44,0.0001,0.0001,0.55,0.0001,0.0001,0.05,0.15,0.0001,0.63,0.0001,0.0001,0.0001,0.06,0.0001,0.95,0.85,0.53,0.81,0.08,0.0001,0.0001,0.0001,2.51,1.16,0.0001,0.0001,0.0001,0.0001,0.0001,3.17,0.5,0.34,0.3,2.28,1.07,1.35,1.52,0.0001,0.0001,0.0001,0.0001,0.97,0.25,1.02,0.0001,0.001,0.0001,0.0001,0.0001,0.0001,1.43,0.0001,0.08,0.0001,0.92,0.0001,1.07,2.02,0.9,0.0001,1.08,0.0001,2.28,0.0001,0.0001,0.06,0.0001,1.51,0.92,0.0001,0.0001,0.0001,0.0001,0.03,0.44,1.77,0.0001,0.0001,1.38,0.64,0.16,0.0001,0.05,0.02,0.91,0.0001,0.001,0.0001,0.11,0.0001,0.0001,0.78
31,0.0001,0.0001,0.0001,0.48,1.9,0.69,0.09,0.03,0.37,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.69,0.03,0.0001,0.29,0.0001,0.0001,0.0001,0.7,0.0001,0.0001,0.0001,0.0001,0.4,0.0001,0.0001,1.26,0.43,0.0001,2.14,0.0001,0.0001,0.0001,0.0001,2.25,0.78,0.11,0.0001,0.0001,0.0001,0.0001,3.27,0.62,0.29,0.07,3.42,0.26,1.19,0.17,0.0001,0.0001,0.0001,0.0001,0.64,0.0001,0.74,0.0001,0.43,0.78,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.03,2.28,0.06,0.0001,0.67,1.38,0.0001,0.68,0.0001,0.84,0.44,0.0001,0.0001,0.0001,0.88,1.39,0.0001,0.0001,0.0001,0.0001,1.7,0.0001,0.0001,0.0001,0.0001,1.29,0.33,0.0001,0.0001,0.27,0.0001,0.0001,0.0001,0.75,0.0001,1.1,0.0001,0.0001,0.25
32,0.0001,0.81,0.0001,0.0001,0.46,0.47,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.69,1.36,1.44,0.0001,0.6,0.55,0.0001,0.0001,0.0001,0.15,0.0001,0.0001,0.0001,0.0001,0.7,0.06,0.37,0.0001,0.0001,0.53,0.81,0.08,0.35,0.33,0.0001,2.51,0.16,0.55,0.26,0.33,0.0001,0.0001,2.17,0.0001,0.34,0.3,2.28,0.07,0.35,0.0001,0.0001,0.0001,0.97,0.0001,0.0001,0.0001,1.02,1.23,0.001,0.0001,0.52,0.0001,0.0001,0.0001,0.0001,0.08,0.33,1.92,1.98,1.07,0.02,0.9,0.0001,0.08,0.0001,0.0001,1.03,0.0001,0.0001,0.0001,1.51,4.92,0.0001,0.0001,0.95,0.0001,2.03,0.0001,0.77,0.0001,0.0001,1.38,0.0001,0.16,0.0001,1.05,0.02,0.0001,0.0001,0.001,0.0001,0.11,0.0001,0.56,0.0001
33,0.0001,0.0001,0.22,0.48,0.9,0.0001,1.09,0.0001,0.0001,0.0001,2.34,0.0001,0.0001,0.0001,0.0001,1.97,1.69,0.03,1.81,1.29,0.0001,0.0001,0.0001,0.0001,0.72,0.0001,0.57,0.0001,1.4,0.49,0.4,1.26,0.0001,0.23,0.14,0.18,0.83,0.0001,0.0001,1.25,0.0001,0.11,0.0001,0.38,0.27,0.0001,2.27,0.0001,0.29,0.07,2.42,0.26,0.19,0.0001,0.0001,0.0001,1.54,0.56,0.0001,0.0001,0.74,0.24,0.0001,0.0001,1.55,0.0001,0.0001,0.0001,0.0001,0.0001,1.03,1.28,2.06,0.74,0.0001,0.0001,0.84,0.68,0.0001,0.0001,0.44,1.2,0.0001,2.11,1.88,3.39,0.0001,1.32,2.74,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.29,0.0001,0.39,0.16,0.27,0.0001,0.0001,0.0001,0.75,0.0001,0.1,0.0001,0.65,0.25
34,0.0001,1.81,0.0001,0.0001,0.46,0.0001,1.86,0.0001,0.0001,0.0001,1.83,0.0001,0.0001,0.0001,0.0001,1.36,0.44,0.0001,2.6,1.55,0.0001,0.0001,0.05,0.15,0.0001,0.0001,0.0001,0.0001,0.7,1.06,0.37,0.0001,0.0001,0.53,0.0001,0.08,0.35,0.33,0.0001,0.51,0.0001,0.55,0.0001,1.33,0.49,0.0001,2.17,0.0001,0.0001,0.3,1.28,1.07,0.0001,0.0001,0.0001,0.74,0.0001,1.16,0.0001,0.25,0.02,0.23,0.0001,0.0001,0.52,0.0001,0.86,0.0001,0.0001,0.0001,0.33,0.0001,1.98,0.0001,0.0001,0.0001,0.0001,1.08,0.0001,0.0001,0.03,0.25,0.0001,4.32,0.51,2.92,0.0001,1.57,4.95,0.2,0.0001,0.0001,0.0001,0.11,0.0001,0.0001,0.0001,0.16,0.54,0.05,0.0001,0.91,0.0001,1.0,0.0001,0.11,0.0001,0.56,0.0001
35,0.0001,1.95,0.0001,0.0001,0.0001,0.0001,2.09,1.03,0.0001,0.0001,0.34,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.03,2.81,1.29,0.0001,0.0001,0.44,0.7,0.0001,0.0001,0.0001,0.0001,0.4,0.49,0.0001,0.26,0.0001,0.23,0.14,1.18,0.0001,0.0001,0.0001,0.25,0.0001,0.11,0.0001,2.38,1.27,0.0001,0.27,0.0001,0.0001,0.07,1.42,2.26,0.19,0.0001,0.29,0.0001,0.0001,0.0001,0.0001,0.47,0.0001,0.0001,0.0001,0.78,0.55,0.0001,0.0001,0.0001,0.0001,0.0001,0.03,0.0001,2.06,0.0001,0.0001,0.0001,0.0001,2.68,0.0001,0.0001,0.44,0.0001,0.0001,4.11,0.88,1.39,0.0001,1.32,4.74,0.4,0.0001,0.0001,0.0001,0.36,0.0001,0.0001,0.0001,0.0001,1.16,0.0001,0.0001,0.85,0.0001,0.0001,0.29,0.1,0.0001,0.65,0.0001
36,0.46,0.81,0.0001,0.0001,0.0001,0.47,0.86,1.27,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.96,2.6,0.55,0.0001,0.0001,0.05,0.15,0.0001,0.0001,0.0001,0.0001,0.0001,1.06,1.37,0.95,0.0001,0.53,0.0001,1.08,0.35,0.0001,0.0001,1.51,0.0001,0.0001,0.0001,1.33,1.49,0.0001,0.17,0.5,0.0001,0.3,0.28,2.07,0.0001,0.0001,0.82,0.0001,0.0001,0.0001,0.97,0.25,0.02,0.23,0.0001,0.0001,0.52,0.0001,0.0001,0.0001,0.0001,0.0001,1.33,0.0001,0.98,0.0001,0.0001,0.0001,0.61,3.08,0.0001,0.28,0.03,0.0001,0.0001,1.32,1.51,0.0001,1.01,0.57,0.95,1.2,0.0001,0.0001,0.0001,1.11,0.0001,0.38,0.0001,0.16,1.54,0.05,0.02,0.91,0.0001,0.0001,1.7,0.11,0.0001,0.56,0.0001
37,0.0001,0.0001,0.0001,0.0001,0.0001,0.69,0.09,0.03,0.37,0.0001,0.34,0.0001,0.92,2.64,0.0001,0.0001,0.0001,2.03,2.81,0.29,0.0001,0.0001,0.44,0.7,0.72,0.0001,0.0001,0.0001,0.0001,0.49,1.4,0.0001,0.0001,1.23,0.0001,0.0001,0.0001,0.0001,0.98,3.25,0.0001,0.0001,0.0001,0.38,0.27,0.29,0.27,0.0001,0.0001,0.07,0.42,0.26,0.19,1.17,1.29,0.0001,0.0001,0.0001,1.64,0.0001,0.74,0.24,0.0001,0.0001,0.0001,0.54,0.0001,0.58,0.0001,0.0001,1.03,0.0001,0.0001,0.74,0.0001,0.0001,1.84,0.68,0.0001,0.0001,0.0001,1.2,0.0001,0.0001,0.0001,0.0001,0.75,0.0001,0.0001,0.4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.33,0.0001,3.16,0.0001,0.0001,0.0001,0.0001,0.0001,1.29,0.1,0.31,0.0001,0.25
38,0.46,0.0001,0.0001,0.0001,0.0001,1.47,0.86,0.0001,0.0001,1.31,0.83,0.0001,1.72,1.89,0.0001,0.0001,0.0001,0.96,2.6,1.55,0.0001,0.38,1.05,0.15,0.63,0.0001,0.0001,0.0001,0.0001,0.06,2.37,0.0001,0.0001,0.53,0.0001,0.08,0.0001,0.0001,0.8,4.51,0.0001,0.0001,0.0001,0.0001,0.49,0.49,1.17,0.0001,0.0001,0.0001,0.0001,0.07,0.0001,0.52,0.82,1.74,0.0001,0.0001,0.97,0.0001,0.02,0.23,0.0001,0.86,0.0001,0.0001,0.86,1.43,0.0001,0.0001,1.33,0.0001,0.0001,0.07,0.02,0.0001,2.61,0.08,0.0001,0.0001,0.0001,0.25,0.06,0.0001,0.0001,0.0001,1.01,0.0001,0.0001,0.2,0.03,0.44,0.0001,0.0001,0.0001,0.0001,0.64,0.0001,2.54,0.0001,0.0001,0.0001,0.0001,0.0001,0.7,0.11,0.0001,0.0001,0.78
39,1.22,0.95,0.22,0.0001,0.0001,0.69,0.09,0.0001,0.37,0.92,0.34,0.0001,1.92,0.64,0.73,0.0001,0.69,0.03,1.81,1.29,0.0001,0.94,0.44,0.7,1.72,0.0001,0.57,0.0001,0.4,0.49,1.4,0.0001,0.43,0.23,2.14,0.0001,0.0001,0.0001,0.0001,3.25,0.0001,0.0001,0.0001,0.0001,0.0001,1.29,2.27,0.0001,0.29,0.07,0.0001,0.0001,0.19,0.17,0.29,0.6,0.0001,0.0001,1.64,0.0001,0.0001,1.24,0.0001,0.0001,0.0001,0.0001,0.7,1.58,0.0001,0.0001,1.03,1.28,0.0001,0.74,0.67,0.38,2.84,0.0001,0.0001,0.0001,0.0001,0.2,0.92,0.0001,0.0001,0.0001,0.75,0.0001,0.0001,0.4,0.7,0.23,0.0001,0.0001,0.0001,0.29,0.33,0.0001,1.16,0.27,0.0001,0.0001,0.0001,0.0001,0.29,0.1,1.31,0.0001,1.25
40,0.46,0.81,0.0001,0.0001,0.0001,0.47,0.0001,0.0001,0.0001,1.31,1.83,0.0001,1.72,0.0001,0.0001,0.36,0.44,0.0001,1.6,0.55,0.0001,1.38,0.05,0.0001,0.63,0.63,0.93,0.0001,0.0001,1.06,0.37,0.0001,0.0001,0.53,1.81,0.08,0.0001,0.0001,0.0001,1.51,0.16,0.55,0.26,0.0001,0.0001,1.49,2.17,0.5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.74,0.0001,1.16,0.97,0.25,0.02,2.23,0.0001,0.0001,0.0001,0.46,0.86,1.43,0.0001,0.08,2.33,0.92,0.0001,0.07,1.02,0.0001,2.61,0.08,0.0001,0.0001,2.03,0.25,1.06,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2,2.03,0.44,0.0001,0.0001,0.0001,0.38,0.0001,0.16,0.54,1.05,0.02,0.0001,0.0001,0.001,0.0001,0.11,0.0001,0.56,0.78
41,0.22,0.95,0.22,0.0001,0.9,0.69,0.0001,0.0001,0.0001,0.0001,1.34,0.0001,0.92,0.0001,0.0001,0.0001,0.69,0.0001,1.81,0.29,0.0001,1.94,0.0001,0.0001,0.72,1.86,0.57,0.74,0.0001,0.49,0.4,0.26,0.0001,0.23,1.14,0.18,0.0001,0.0001,0.0001,0.0001,0.0001,0.11,0.85,1.38,0.0001,1.29,0.27,0.0001,0.0001,0.07,0.42,0.0001,0.19,0.17,0.0001,0.0001,0.0001,0.56,0.64,0.0001,0.0001,1.24,0.0001,0.0001,0.0001,0.54,0.7,0.58,0.0001,0.65,0.03,1.28,0.0001,0.0001,1.67,0.38,1.84,0.0001,0.0001,0.0001,1.44,0.2,0.0001,0.11,0.0001,0.0001,0.75,0.0001,0.0001,0.4,0.7,0.23,0.0001,0.36,0.0001,0.0001,0.33,0.0001,1.16,0.27,0.74,0.85,0.0001,0.75,0.0001,1.1,0.31,0.65,0.25
42,0.0001,0.0001,0.0001,0.0001,2.46,0.0001,0.0001,1.27,0.0001,0.31,0.83,0.0001,0.0001,0.0001,0.0001,0.36,0.0001,0.0001,1.6,0.0001,0.0001,0.38,1.05,0.15,0.0001,0.63,0.0001,0.0001,0.0001,0.06,0.0001,0.95,0.0001,0.0001,1.81,2.08,0.0001,0.0001,0.0001,0.0001,1.16,0.55,0.26,3.33,0.0001,0.49,0.17,0.5,0.0001,0.3,0.28,0.07,0.35,0.0001,0.0001,0.0001,0.0001,1.16,0.0001,0.0001,0.02,0.23,0.0001,0.0001,0.0001,0.46,0.86,0.43,1.69,1.08,0.0001,0.0001,0.0001,0.0001,1.02,0.0001,0.61,0.0001,0.0001,0.0001,1.03,0.25,0.0001,0.32,0.0001,1.92,0.0001,0.0001,0.0001,0.0001,0.0001,1.44,0.0001,1.11,0.0001,0.0001,0.0001,0.16,0.0001,1.05,1.02,0.91,0.0001,0.001,0.0001,1.11,0.0001,1.56,0.78
43,0.22,0.0001,0.22,0.0001,2.9,0.69,1.09,1.03,0.0001,0.0001,0.34,0.0001,0.0001,0.64,0.0001,0.0001,0.0001,0.03,0.81,0.0001,0.0001,0.0001,0.44,0.0001,0.72,0.0001,0.57,0.0001,0.0001,0.0001,0.4,0.26,0.0001,0.23,1.14,1.18,0.0001,0.0001,0.0001,0.25,1.78,0.11,0.0001,3.38,0.27,0.29,0.27,0.62,0.0001,0.07,0.42,1.26,0.19,0.0001,0.0001,0.6,0.0001,0.56,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7,0.58,1.76,0.65,0.0001,0.28,1.06,0.0001,0.67,0.38,0.0001,0.0001,0.0001,0.0001,0.44,2.2,0.0001,1.11,0.0001,3.39,0.0001,0.0001,0.0001,0.4,0.0001,1.23,0.0001,0.0001,0.0001,0.0001,0.33,0.39,1.16,0.27,0.74,0.0001,0.0001,0.75,0.0001,0.1,0.31,0.65,0.25
44,0.46,0.0001,0.61,0.0001,2.46,0.47,0.86,0.27,0.0001,0.0001,0.0001,0.0001,0.0001,0.89,0.0001,0.0001,0.0001,0.96,0.6,0.0001,0.86,0.38,0.05,0.15,0.63,0.0001,0.93,0.0001,0.7,0.0001,0.37,0.0001,0.0001,0.53,0.81,0.08,0.0001,0.0001,0.0001,1.51,2.16,1.55,0.0001,1.33,0.0001,0.49,0.0001,0.0001,0.0001,0.3,1.28,1.07,0.35,0.52,0.0001,0.74,0.0001,0.16,0.0001,0.25,0.02,0.0001,0.0001,0.0001,0.52,0.46,0.0001,0.0001,0.69,1.08,0.0001,0.0001,0.98,0.0001,0.02,0.0001,0.0001,0.0001,0.0001,0.28,1.03,4.25,0.0001,1.32,0.51,3.92,0.0001,0.0001,0.0001,0.2,0.0001,1.44,0.77,0.0001,0.0001,0.0001,0.64,1.16,1.54,0.05,1.02,0.91,0.0001,1.0,0.7,0.11,0.0001,0.56,0.78
45,0.22,0.0001,1.22,0.0001,2.9,0.0001,1.09,0.0001,0.0001,0.0001,0.34,0.0001,0.0001,0.64,0.0001,0.0001,0.0001,1.03,3.81,0.0001,0.0001,0.0001,0.44,0.7,0.0001,0.86,1.57,0.0001,0.4,0.49,0.4,0.0001,0.43,0.23,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.78,1.11,0.0001,0.38,0.27,1.29,0.27,0.0001,0.0001,0.07,1.42,1.26,0.19,2.17,0.0001,0.6,2.54,0.56,1.64,0.47,0.0001,0.0001,1.43,0.0001,1.55,0.0001,0.0001,0.0001,0.0001,0.65,0.0001,0.28,1.06,0.0001,0.67,0.0001,0.0001,0.0001,0.0001,0.84,0.44,3.2,0.0001,0.0001,0.88,1.39,0.0001,0.0001,0.0001,0.4,0.7,1.23,0.97,0.0001,0.79,0.29,0.0001,0.39,0.16,0.27,0.74,0.0001,0.62,0.75,1.29,0.1,0.31,0.65,0.25
46,0.0001,0.0001,0.61,0.0001,0.46,0.47,0.86,0.0001,0.0001,2.31,0.0001,0.0001,0.0001,0.89,0.0001,0.0001,0.44,0.0001,5.6,0.0001,0.0001,0.38,0.05,0.15,0.0001,1.63,0.93,0.0001,0.7,0.06,0.37,0.0001,0.85,0.53,0.0001,0.0001,0.35,0.33,0.0001,0.51,0.16,1.55,0.0001,0.0001,0.0001,0.49,0.17,0.0001,0.0001,0.3,1.28,0.07,0.35,1.52,0.0001,0.74,3.97,0.16,1.97,0.25,0.02,0.23,1.0,0.86,1.52,0.0001,0.0001,0.0001,0.69,0.08,0.0001,0.92,0.0001,0.0001,0.02,0.0001,0.0001,0.0001,0.0001,1.28,0.03,2.25,0.0001,0.0001,0.0001,0.0001,0.0001,0.57,0.0001,0.2,2.03,1.44,0.77,0.0001,0.84,0.38,0.0001,1.16,0.54,1.05,1.02,0.0001,0.0001,1.0,1.7,1.11,0.93,0.56,0.0001
47,0.22,0.0001,0.22,0.48,0.0001,0.69,1.09,0.0001,0.0001,0.92,0.0001,0.0001,0.0001,0.64,0.0001,0.0001,0.69,0.03,5.81,0.0001,0.0001,0.0001,0.44,0.0001,0.0001,1.86,0.0001,0.0001,0.0001,0.49,0.4,0.0001,1.43,1.23,0.0001,0.18,0.83,0.69,0.0001,0.25,0.0001,0.11,0.0001,0.0001,0.27,1.29,0.27,0.0001,0.0001,0.07,0.0001,0.26,1.19,0.17,0.0001,0.0001,1.54,0.0001,0.64,0.47,0.0001,1.24,0.43,0.78,0.0001,0.0001,0.0001,0.0001,0.76,0.0001,0.0001,2.28,1.06,0.0001,0.67,0.0001,0.84,0.68,0.0001,0.0001,0.0001,1.2,0.0001,0.0001,0.0001,0.0001,0.0001,0.32,0.0001,0.4,1.7,0.23,0.97,0.36,0.79,0.29,0.33,1.39,0.16,1.27,1.74,0.0001,0.62,0.0001,2.29,2.1,0.0001,0.65,0.0001
48,0.0001,0.0001,0.0001,1.01,0.0001,0.47,0.0001,0.27,0.0001,0.31,0.0001,0.0001,0.0001,0.89,0.0001,0.0001,1.44,0.0001,4.6,0.0001,0.0001,0.0001,0.05,0.15,0.0001,1.63,0.0001,0.0001,0.0001,0.06,1.37,0.0001,0.0001,0.53,0.0001,0.08,0.35,0.33,0.0001,1.51,0.16,0.0001,0.0001,0.0001,0.0001,1.49,0.17,0.0001,0.34,0.3,0.0001,1.07,0.0001,0.0001,0.0001,0.74,0.97,0.0001,0.0001,0.25,0.0001,1.23,0.001,0.86,0.52,0.0001,0.0001,0.0001,1.69,0.0001,0.33,2.92,1.98,0.07,1.02,0.0001,1.61,0.0001,0.0001,0.0001,0.0001,1.25,0.06,0.0001,0.0001,0.0001,0.0001,0.57,0.0001,0.0001,1.03,0.44,0.0001,0.11,0.84,0.0001,0.0001,1.16,0.0001,0.05,0.02,0.0001,0.0001,0.001,2.7,1.11,0.0001,0.56,0.78
49,0.0001,0.0001,0.0001,0.48,0.9,0.69,0.0001,1.03,0.37,0.0001,0.0001,0.58,0.0001,0.64,0.0001,0.0001,0.69,0.0001,3.81,0.0001,0.0001,0.0001,0.44,0.7,0.0001,0.0001,0.0001,0.0001,0.4,0.0001,0.4,0.0001,0.43,0.23,0.14,0.18,0.0001,0.69,0.0001,1.25,0.0001,0.0001,0.0001,0.0001,0.0001,1.29,0.27,0.0001,2.29,0.07,0.0001,1.26,0.19,0.17,0.0001,0.0001,0.0001,0.0001,0.0001,0.47,0.0001,0.24,0.43,0.0001,0.55,0.0001,0.0001,0.58,0.76,0.0001,0.03,2.28,2.06,0.0001,0.67,0.0001,1.84,0.0001,0.0001,0.0001,0.44,1.2,0.92,0.11,0.0001,0.0001,0.0001,0.32,0.0001,0.0001,0.7,0.23,0.0001,0.36,0.79,0.0001,0.33,0.39,0.0001,0.27,0.74,0.0001,0.62,0.0001,1.29,0.1,0.0001,0.65,0.25
50,0.0001,0.0001,0.0001,0.0001,1.46,0.0001,0.0001,0.27,0.0001,0.31,0.0001,0.54,0.0001,1.89,0.0001,0.0001,0.44,0.0001,2.6,0.0001,0.86,0.0001,0.0001,0.15,0.0001,0.0001,0.0001,0.0001,0.0001,0.06,0.37,0.95,0.0001,0.53,0.0001,0.08,0.35,0.33,0.8,1.51,0.16,0.0001,0.0001,2.33,0.0001,1.49,0.17,0.0001,1.34,0.3,0.0001,1.07,0.0001,0.52,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,0.02,0.0001,0.001,0.0001,1.52,0.0001,0.0001,1.43,0.69,0.0001,0.33,1.92,0.98,0.07,2.02,0.0001,2.61,0.0001,0.0001,0.0001,1.03,0.25,1.06,4.32,1.51,0.0001,0.0001,1.57,0.95,0.0001,0.03,0.0001,0.77,0.0001,0.84,0.0001,0.64,0.0001,0.0001,0.05,0.02,0.0001,0.95,0.001,0.7,0.11,0.0001,0.0001,0.0001
51,1.22,0.95,0.0001,0.0001,1.9,0.0001,0.0001,0.03,0.0001,0.92,0.0001,1.58,0.0001,2.64,0.0001,0.0001,0.69,0.03,3.81,0.0001,0.87,0.0001,0.44,0.0001,0.0001,0.0001,1.57,0.0001,0.0001,0.0001,0.4,0.26,0.0001,1.23,0.0001,1.18,0.83,0.69,0.98,0.25,0.0001,0.0001,0.85,2.38,1.27,0.0001,0.27,0.0001,1.29,0.07,0.42,1.26,0.19,1.17,0.29,0.6,0.0001,0.0001,0.0001,1.47,1.74,0.0001,0.43,0.0001,0.55,0.0001,0.0001,1.58,0.0001,0.0001,0.03,1.28,0.06,1.74,2.67,0.0001,1.84,0.0001,0.0001,0.0001,0.44,0.0001,0.0001,3.11,2.88,0.0001,0.0001,1.32,0.74,0.0001,0.0001,1.23,1.97,0.36,0.0001,0.0001,0.33,0.0001,0.16,0.27,0.0001,0.0001,0.0001,0.75,0.0001,0.1,0.31,0.0001,0.25
52,1.46,0.0001,0.61,1.01,0.46,0.0001,0.0001,1.27,1.86,0.31,0.0001,0.0001,0.72,0.0001,0.0001,0.36,0.44,0.0001,3.6,0.0001,0.86,0.0001,0.0001,0.0001,0.0001,0.0001,0.93,0.0001,0.0001,0.0001,0.0001,0.95,0.0001,0.53,0.0001,0.08,0.35,0.33,0.0001,0.51,0.16,0.0001,1.26,3.33,1.49,0.0001,0.0001,0.0001,1.34,0.3,0.28,0.07,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.25,2.02,0.0001,0.001,0.0001,0.52,0.46,0.0001,0.43,0.0001,0.08,0.33,0.92,0.0001,1.07,1.02,0.0001,2.61,0.08,0.0001,0.28,1.03,0.0001,0.06,2.32,1.51,0.0001,0.0001,0.57,0.0001,0.0001,1.03,0.44,0.0001,1.11,0.0001,0.0001,0.0001,0.16,1.54,0.05,0.02,0.91,0.95,1.0,0.0001,0.11,0.0001,0.56,0.0001
53,2.22,0.0001,0.22,1.48,0.0001,0.69,0.09,1.03,1.37,0.92,0.0001,0.0001,0.0001,0.0001,0.0001,2.97,0.69,1.03,1.81,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.57,0.0001,0.0001,0.0001,0.0001,1.26,0.43,0.23,2.14,0.18,0.0001,0.0001,0.0001,0.0001,2.78,0.0001,0.85,1.38,1.27,0.29,0.0001,0.0001,0.29,0.07,0.42,0.0001,0.19,0.17,1.29,0.0001,0.0001,0.0001,0.0001,0.0001,1.74,0.0001,0.0001,0.0001,0.55,0.0001,0.0001,0.0001,0.76,0.65,1.03,0.0001,0.06,0.74,0.0001,0.0001,1.84,1.68,0.0001,0.84,0.0001,0.0001,0.0001,2.11,0.0001,0.0001,0.0001,0.32,0.0001,0.4,0.0001,1.23,0.0001,0.36,0.0001,0.0001,0.0001,0.0001,3.16,0.0001,0.0001,0.0001,0.62,0.0001,0.0001,0.1,0.0001,0.0001,0.25
